Ticker,Annualized Return,Annualized Risk (Vol),Sharpe Ratio
JUBLFOOD.NS,0.3612609392352703,0.3332273612024783,0.934079776978876
TCS.NS,0.25957342470602407,0.2367725236978077,0.885125610999958
HDFCBANK.NS,0.1577270095893545,0.1842510064002042,0.58467528451576
JINDALSTEL.NS,-0.03013445664283797,0.5302268236097009,-0.15113240800851074
SUNPHARMA.NS,-0.10263463263439647,0.3356409916625738,-0.45475563600956986
