Date,HDFCBANK.NS,JINDALSTEL.NS,JUBLFOOD.NS,SUNPHARMA.NS,TCS.NS
2018-08-20,492.20587158203125,202.43902587890625,296.6964416503906,580.1124877929688,1667.74755859375
2018-08-21,492.17071533203125,202.88272094726562,297.9910583496094,588.4944458007812,1674.1368408203125
2018-08-23,488.37847900390625,197.45936584472656,295.1860656738281,592.4306640625,1688.6158447265625
2018-08-24,486.01873779296875,199.5301055908203,298.6285400390625,583.3077392578125,1695.17041015625
2018-08-27,488.50762939453125,204.31251525878906,304.3266906738281,575.8982543945312,1701.725830078125
2018-08-28,491.8889465332031,205.9395294189453,306.82763671875,575.3426513671875,1716.9100341796875
2018-08-29,488.0498046875,214.51828002929688,303.86572265625,575.388916015625,1719.233642578125
2018-08-30,485.13818359375,219.64581298828125,299.334716796875,592.7084350585938,1727.862548828125
2018-08-31,483.9875793457031,217.67369079589844,303.9049377441406,604.6561889648438,1724.5439453125
2018-09-03,487.23968505859375,217.47647094726562,299.3738708496094,607.7589111328125,1703.3851318359375
2018-09-04,481.78045654296875,207.3200225830078,284.17230224609375,606.9716796875,1741.553466796875
2018-09-05,480.38330078125,208.84841918945312,280.9063720703125,614.75146484375,1725.2490234375
2018-09-06,481.87432861328125,208.947021484375,277.9347229003906,627.393798828125,1721.971435546875
2018-09-07,482.9896545410156,216.78622436523438,276.33612060546875,615.2146606445312,1725.747314453125
2018-09-10,479.2797546386719,215.9480743408203,272.7563781738281,590.9024658203125,1726.4937744140625
2018-09-11,469.7112731933594,213.9266357421875,265.4497375488281,583.8634033203125,1697.8675537109375
2018-09-12,472.3998107910156,221.27281188964844,263.84130859375,601.9238891601562,1695.959228515625
2018-09-14,476.5676574707031,230.19671630859375,262.00732421875,616.140869140625,1713.7572021484375
2018-09-17,467.78582763671875,234.53538513183594,266.5580139160156,600.3018188476562,1721.0172119140625
2018-09-18,467.0814208984375,226.15383911132812,272.63018798828125,596.8645629882812,1718.1962890625
2018-09-19,460.5419921875,229.1613311767578,261.7926330566406,602.7636108398438,1724.1287841796875
2018-09-21,462.6317443847656,231.72511291503906,256.1920166015625,589.804443359375,1745.0799560546875
2018-09-24,452.1710205078125,220.5332794189453,250.3752899169922,579.6786499023438,1824.154541015625
2018-09-25,458.4404602050781,222.50538635253906,247.61428833007812,595.5641479492188,1811.5009765625
2018-09-26,462.150390625,227.58363342285156,253.8928680419922,594.40283203125,1777.4403076171875
2018-09-27,464.01708984375,220.48397827148438,243.4678955078125,586.4136962890625,1816.189453125
2018-09-28,471.03790283203125,193.61373901367188,241.6599884033203,578.98193359375,1811.9161376953125
2018-10-01,477.9412841796875,191.0499267578125,243.82159423828125,589.6187133789062,1871.5333251953125
2018-10-03,476.931640625,183.95030212402344,234.26133728027344,576.7523193359375,1794.615966796875
2018-10-04,459.6966552734375,188.53549194335938,221.21298217773438,556.5007934570312,1713.25927734375
2018-10-05,461.4694519042969,173.44871520996094,226.39105224609375,555.47900390625,1744.6650390625
2018-10-08,456.702880859375,172.3147430419922,232.5025634765625,561.3314208984375,1723.8388671875
2018-10-09,455.6697082519531,172.65985107421875,226.65634155273438,566.4408569335938,1735.6624755859375
2018-10-10,461.9038391113281,179.41439819335938,234.0255126953125,560.123779296875,1695.66845703125
2018-10-11,454.95355224609375,164.47552490234375,224.9663543701172,545.0280151367188,1642.8553466796875
2018-10-12,465.35552978515625,175.91387939453125,233.31809997558594,548.65087890625,1591.701416015625
2018-10-15,471.5075378417969,175.91387939453125,231.09751892089844,557.3369750976562,1617.589599609375
2018-10-16,467.9149475097656,176.40689086914062,239.3313446044922,559.8914794921875,1628.2105712890625
2018-10-17,463.6531677246094,166.20114135742188,237.38589477539062,551.298583984375,1600.9117431640625
2018-10-19,462.0447082519531,163.93319702148438,249.2355194091797,566.6265258789062,1587.469482421875
2018-10-22,469.35906982421875,166.15184020996094,242.6130828857422,563.7932739257812,1579.0064697265625
2018-10-23,466.0599670410156,167.6309356689453,235.59762573242188,534.9486083984375,1532.9832763671875
2018-10-24,467.7975769042969,160.92567443847656,234.52662658691406,530.1644897460938,1537.01611328125
2018-10-25,462.291259765625,159.9889373779297,211.07301330566406,519.063232421875,1540.7578125
2018-10-26,460.5067443847656,158.85494995117188,207.4276885986328,514.697021484375,1495.93994140625
2018-10-29,452.31195068359375,167.18719482421875,214.87547302246094,532.8583374023438,1555.7247314453125
2018-10-30,449.1302490234375,167.77882385253906,209.29457092285156,522.1288452148438,1575.514404296875
2018-10-31,448.8954772949219,168.9621124267578,212.92018127441406,539.0360717773438,1611.5595703125
2018-11-01,449.0011291503906,172.70913696289062,217.037109375,531.2327880859375,1609.56396484375
2018-11-02,457.7477111816406,182.22467041015625,212.2520751953125,531.2327880859375,1591.021240234375
2018-11-05,459.2857360839844,180.35116577148438,206.74974060058594,531.0004272460938,1572.229736328125
2018-11-06,457.0668029785156,178.97067260742188,205.0204315185547,538.2000122070312,1607.027587890625
2018-11-07,459.74359130859375,181.2386016845703,205.9047088623047,540.9404907226562,1614.88525390625
2018-11-09,456.7967834472656,181.7316436767578,214.0697784423828,555.014404296875,1587.487548828125
2018-11-12,451.07916259765625,178.0832061767578,216.3493194580078,547.6290893554688,1592.185546875
2018-11-13,452.6523742675781,180.0060272216797,226.25352478027344,521.8501586914062,1608.8988037109375
2018-11-14,459.6966552734375,173.44871520996094,226.86268615722656,483.158447265625,1563.7486572265625
2018-11-15,463.7823486328125,178.92135620117188,234.3399200439453,478.5135498046875,1557.262939453125
2018-11-16,470.62701416015625,172.56124877929688,234.06484985351562,482.8332824707031,1568.696044921875
2018-11-19,472.88116455078125,178.0832061767578,237.3072967529297,493.7951965332031,1581.875
2018-11-20,472.54071044921875,168.6169891357422,238.604248046875,488.1284484863281,1561.7530517578125
2018-11-21,474.01995849609375,168.46908569335938,238.55511474609375,495.0028076171875,1506.6666259765625
2018-11-22,470.90875244140625,166.10252380371094,238.05398559570312,488.5929870605469,1507.1236572265625
2018-11-26,481.3108215332031,157.819580078125,241.50277709960938,474.4725646972656,1535.0208740234375
2018-11-27,484.6450500488281,153.3822784423828,244.3423614501953,458.77288818359375,1571.7305908203125
2018-11-28,490.5739440917969,149.73387145996094,244.61749267578125,451.48052978515625,1649.600341796875
2018-11-29,500.38897705078125,152.79066467285156,241.44383239746094,449.9941101074219,1630.184814453125
2018-11-30,499.7784423828125,151.9031982421875,247.2212677001953,457.6117248535156,1636.5872802734375
2018-12-03,496.2211608886719,159.69309997558594,261.3504638671875,423.0539245605469,1648.352783203125
2018-12-04,489.7052001953125,154.46694946289062,262.4902038574219,411.4418029785156,1672.0091552734375
2018-12-05,492.910400390625,146.7756805419922,260.17138671875,383.619140625,1668.5999755859375
2018-12-06,492.4054870605469,147.46591186523438,255.82846069335938,390.3076477050781,1656.9176025390625
2018-12-07,494.88275146484375,144.8528289794922,244.3423614501953,382.039794921875,1658.9959716796875
2018-12-10,490.45660400390625,143.6202392578125,235.46006774902344,370.65997314453125,1642.864990234375
2018-12-11,483.6001892089844,144.70492553710938,246.80862426757812,392.3049621582031,1662.9874267578125
2018-12-12,489.6465148925781,154.07254028320312,242.2790069580078,400.8050842285156,1676.95654296875
2018-12-13,493.4034729003906,157.1786346435547,245.8555145263672,392.1191711425781,1648.519287109375
2018-12-14,492.08856201171875,155.65023803710938,244.96141052246094,390.77215576171875,1654.464111328125
2018-12-17,500.1894226074219,161.61593627929688,250.9353485107422,391.05084228515625,1658.2476806640625
2018-12-18,501.422119140625,162.60198974609375,253.3819122314453,402.66302490234375,1652.884521484375
2018-12-19,498.6044616699219,165.26437377929688,264.0426940917969,393.6983642578125,1636.75341796875
2018-12-20,501.8918151855469,164.91925048828125,265.9488830566406,398.5755310058594,1624.7802734375
2018-12-21,495.71624755859375,162.35548400878906,258.11785888671875,395.09185791015625,1576.345703125
2018-12-24,488.5546875,157.03073120117188,239.5376739501953,394.2093505859375,1595.2203369140625
2018-12-26,498.34613037109375,160.03823852539062,242.26918029785156,384.26934814453125,1570.857666015625
2018-12-27,494.2840270996094,156.2911834716797,242.37725830078125,381.9468688964844,1587.27978515625
2018-12-28,498.4752502441406,158.80564880371094,245.37405395507812,394.9990234375,1576.5535888671875
2018-12-31,498.1934814453125,162.60198974609375,246.0323944091797,399.9225158691406,1574.0592041015625
2019-01-01,504.39251708984375,160.62986755371094,245.806396484375,402.75592041015625,1582.1661376953125
2019-01-02,499.7901916503906,155.99534606933594,243.5072021484375,408.7942199707031,1599.2119140625
2019-01-03,495.8689270019531,144.45843505859375,243.60545349121094,405.1247863769531,1579.7965087890625
2019-01-04,497.19561767578125,150.22689819335938,238.19155883789062,402.9881286621094,1560.588623046875
2019-01-07,497.94696044921875,150.0789794921875,239.164306640625,400.2012634277344,1578.092041015625
2019-01-08,493.8025207519531,155.5516357421875,243.72337341308594,416.22601318359375,1574.474853515625
2019-01-09,497.0429992675781,149.68453979492188,242.524658203125,416.8762512207031,1568.9871826171875
2019-01-10,495.0940246582031,147.6138153076172,242.45587158203125,413.02105712890625,1570.3175048828125
2019-01-11,495.892333984375,146.72637939453125,243.20262145996094,412.8352355957031,1532.068603515625
2019-01-14,493.48565673828125,141.99325561523438,238.7123260498047,418.8271484375,1507.7060546875
2019-01-15,498.24041748046875,144.8528289794922,242.88818359375,420.31341552734375,1553.0638427734375
2019-01-16,497.84130859375,144.6063232421875,238.7123260498047,421.56756591796875,1555.017822265625
2019-01-17,500.68255615234375,144.0146942138672,238.2308807373047,396.2530822753906,1578.474609375
2019-01-18,500.2011413574219,143.6202392578125,239.34115600585938,362.9958801269531,1583.765625
2019-01-21,504.4042053222656,142.28907775878906,232.00144958496094,370.0096435546875,1590.4736328125
2019-01-22,501.5160827636719,135.83035278320312,229.35836791992188,389.19293212890625,1584.8074951171875
2019-01-23,494.3660888671875,137.5559539794922,230.55709838867188,400.386962890625,1562.892333984375
2019-01-24,493.62652587890625,139.67601013183594,231.81478881835938,392.9552307128906,1584.5157470703125
2019-01-25,492.1589050292969,135.48521423339844,235.3912811279297,392.3977966308594,1600.5565185546875
2019-01-28,489.3764343261719,130.40699768066406,236.2166290283203,382.50433349609375,1629.054443359375
2019-01-29,483.1423034667969,127.94184112548828,234.97860717773438,392.3977966308594,1652.1778564453125
2019-01-30,477.76513671875,128.13905334472656,235.8530731201172,388.263916015625,1651.052978515625
2019-01-31,488.3902587890625,133.21728515625,247.29989624023438,393.3732604980469,1678.301025390625
2019-02-01,490.855712890625,127.89253997802734,266.85272216796875,393.1874694824219,1691.508056640625
2019-02-04,494.248779296875,129.02651977539062,274.42828369140625,385.3376770019531,1708.4237060546875
2019-02-05,496.39727783203125,127.3009033203125,256.133056640625,380.78570556640625,1703.6744384765625
2019-02-06,498.4166259765625,133.26658630371094,254.25636291503906,387.00982666015625,1728.880859375
2019-02-07,497.1486511230469,134.40057373046875,263.5513916015625,404.0099792480469,1735.6300048828125
2019-02-08,498.4166259765625,128.23765563964844,264.7009582519531,400.4334716796875,1717.7147216796875
2019-02-11,502.4083557128906,126.90645599365234,259.3067321777344,398.1110534667969,1721.46484375
2019-02-12,500.0719299316406,139.18295288085938,254.96385192871094,405.5892639160156,1709.5489501953125
2019-02-14,495.4931945800781,140.51416015625,257.96063232421875,409.5838317871094,1703.7156982421875
2019-02-15,493.2508544921875,136.71780395507812,255.6319580078125,392.8623352050781,1691.300048828125
2019-02-18,490.7265930175781,138.4927215576172,262.92254638671875,385.19830322265625,1641.8035888671875
2019-02-19,489.3529968261719,139.2815704345703,263.580810546875,384.26934814453125,1587.2237548828125
2019-02-20,495.0588684082031,147.71243286132812,253.9910888671875,392.35137939453125,1595.5150146484375
2019-02-21,496.83160400390625,153.33299255371094,258.6680603027344,399.1794128417969,1595.0565185546875
2019-02-22,491.090576171875,156.98143005371094,254.52169799804688,399.9225158691406,1604.597412109375
2019-02-25,499.06231689453125,156.78421020507812,249.30430603027344,405.1247863769531,1654.1778564453125
2019-02-26,495.5989074707031,156.34048461914062,250.23773193359375,404.7996520996094,1698.7994384765625
2019-02-27,491.27838134765625,155.7488555908203,249.97244262695312,411.2560119628906,1714.9652099609375
2019-02-28,487.82672119140625,154.66419982910156,249.3239288330078,413.5320129394531,1652.760986328125
2019-03-01,489.18865966796875,159.34799194335938,250.89602661132812,415.5757141113281,1662.7186279296875
2019-03-05,494.765380859375,165.7574005126953,250.40475463867188,423.5184020996094,1656.635498046875
2019-03-06,494.09613037109375,163.58804321289062,260.81988525390625,427.8381652832031,1666.218505859375
2019-03-07,499.32061767578125,165.0178680419922,260.613525390625,418.87359619140625,1677.6343994140625
